verse	word	verb	proper	masc	fem	unknown
GEN 34,19	21	4	1	1	0	0
GEN 34,20	16	3	2	2	0	0
GEN 34,21	33	4	0	0	0	0
GEN 34,22	24	5	0	0	0	0
GEN 34,23	16	2	0	0	0	0
GEN 34,24	20	4	2	2	0	0
GEN 34,25	32	6	4	1	1	2
GEN 34,26	20	3	4	3	1	0
GEN 34,27	13	3	1	1	0	0
GEN 34,28	21	1	0	0	0	0
GEN 34,29	20	2	0	0	0	0
GEN 34,30	36	7	3	1	0	2
GEN 34,31	8	3	0	0	0	0
GEN 35,01	27	7	3	2	0	1
GEN 35,02	23	4	1	1	0	0
GEN 35,03	26	6	1	0	0	1
GEN 35,04	29	2	3	2	0	1
GEN 35,05	17	3	1	1	0	0
GEN 35,06	17	1	4	1	0	3
GEN 35,07	22	4	1	0	0	1
GEN 35,08	19	3	3	0	2	1
GEN 35,09	13	3	2	1	0	1
GEN 35,10	21	4	4	2	0	2
GEN 35,11	21	5	1	1	0	0
GEN 35,12	21	3	2	2	0	0
GEN 35,13	11	2	0	0	0	0
GEN 35,14	20	4	1	1	0	0
GEN 35,15	13	2	2	1	0	1
GEN 35,16	20	6	3	0	2	1
GEN 35,17	18	6	0	0	0	0
GEN 35,18	16	5	2	1	0	1
GEN 35,19	10	2	3	0	2	1
GEN 35,20	13	1	2	1	1	0
GEN 35,21	10	2	2	0	0	2
GEN 35,22	28	6	5	1	1	3
GEN 35,23	15	0	8	1	1	6
GEN 35,24	5	0	3	1	1	1
GEN 35,25	8	0	4	0	2	2
GEN 35,26	16	1	6	1	2	3
GEN 35,27	16	2	7	4	0	3
GEN 35,28	9	1	1	1	0	0
GEN 35,29	20	4	3	3	0	0
GEN 36,01	6	0	2	1	0	1
GEN 36,02	22	1	7	4	2	1
GEN 36,03	7	0	3	1	1	1
GEN 36,04	12	2	5	3	2	0
GEN 36,05	20	2	6	4	1	1
GEN 36,06	40	3	3	2	0	1
GEN 36,07	18	4	0	0	0	0
GEN 36,08	9	1	4	2	0	2
GEN 36,09	9	0	3	1	0	2
GEN 36,10	14	0	7	5	2	0
GEN 36,11	11	1	6	4	0	2
GEN 36,12	19	2	7	4	1	2
GEN 36,13	16	1	7	6	1	0
GEN 36,14	23	2	8	7	1	0
GEN 36,15	16	0	7	5	0	2
GEN 36,16	15	0	6	3	1	2
GEN 36,17	25	0	10	8	1	1
GEN 36,18	19	0	8	6	2	0
GEN 36,19	8	0	2	1	0	1
GEN 36,20	15	1	5	4	0	1
GEN 36,21	15	0	5	3	0	2
GEN 36,22	11	1	5	4	0	1
GEN 36,23	12	0	6	6	0	0
GEN 36,24	26	2	5	5	0	0
GEN 36,25	9	0	4	3	1	0
GEN 36,26	11	0	5	5	0	0
GEN 36,27	8	0	4	4	0	0
GEN 36,28	6	0	3	3	0	0
GEN 36,29	12	0	4	4	0	0
GEN 36,30	15	0	4	3	0	1
GEN 36,31	16	2	2	0	0	2
GEN 36,32	11	1	4	2	0	2
GEN 36,33	11	2	4	3	0	1
GEN 36,34	11	2	2	2	0	0
GEN 36,35	20	3	6	3	0	3
GEN 36,36	9	2	3	2	0	1
GEN 36,37	11	2	3	2	0	1
GEN 36,38	9	2	3	3	0	0
GEN 36,39	21	2	7	4	1	2
GEN 36,40	17	0	4	2	0	2
GEN 36,41	6	0	3	2	1	0
GEN 36,42	6	0	3	1	0	2
GEN 36,43	16	0	5	3	0	2
GEN 37,01	10	1	2	1	0	1
GEN 37,02	34	3	5	3	2	0
GEN 37,03	18	2	2	1	0	1
GEN 37,04	19	5	0	0	0	0
GEN 37,05	13	4	1	1	0	0
GEN 37,06	11	3	0	0	0	0
GEN 37,07	24	5	0	0	0	0
GEN 37,08	22	7	0	0	0	0
GEN 37,09	29	5	0	0	0	0
GEN 37,10	33	7	0	0	0	0
GEN 37,11	10	2	0	0	0	0
GEN 37,12	10	2	1	0	0	1
GEN 37,13	19	5	3	1	0	2
GEN 37,14	25	6	2	0	0	2
GEN 37,15	16	5	0	0	0	0
GEN 37,16	12	4	0	0	0	0
GEN 37,17	21	7	3	1	0	2
GEN 37,18	15	4	0	0	0	0
GEN 37,19	11	2	0	0	0	0
GEN 37,20	21	7	0	0	0	0
GEN 37,21	12	4	1	0	0	1
GEN 37,22	32	6	1	0	0	1
GEN 37,23	20	3	2	2	0	0
GEN 37,24	14	2	0	0	0	0
GEN 37,25	29	8	2	0	0	2
GEN 37,26	15	3	1	0	0	1
GEN 37,27	17	4	0	0	0	0
GEN 37,28	29	6	4	3	0	1
GEN 37,29	16	2	2	1	0	1
GEN 37,30	14	3	0	0	0	0
GEN 37,31	16	3	1	1	0	0
GEN 37,32	22	5	0	0	0	0
GEN 37,33	12	5	1	1	0	0
GEN 37,34	15	3	1	1	0	0
GEN 37,35	25	7	0	0	0	0
GEN 37,36	14	1	2	1	0	1
GEN 38,01	21	3	2	1	0	1
GEN 38,02	15	3	2	1	0	1
GEN 38,03	10	3	1	1	0	0
GEN 38,04	11	3	1	1	0	0
GEN 38,05	18	5	2	1	0	1
GEN 38,06	10	1	3	1	1	1
GEN 38,07	12	2	4	3	0	1
GEN 38,08	17	4	2	1	0	1
GEN 38,09	25	6	1	1	0	0
GEN 38,10	11	3	1	1	0	0
GEN 38,11	29	7	4	1	2	1
GEN 38,12	25	5	5	2	1	2
GEN 38,13	13	4	2	0	2	0
GEN 38,14	33	7	3	1	1	1
GEN 38,15	10	4	1	0	0	1
GEN 38,16	26	8	0	0	0	0
GEN 38,17	16	5	0	0	0	0
GEN 38,18	27	6	0	0	0	0
GEN 38,19	13	4	0	0	0	0
GEN 38,20	23	3	1	0	0	1
GEN 38,21	24	4	1	0	0	1
GEN 38,22	19	5	1	0	0	1
GEN 38,23	19	5	1	0	0	1
GEN 38,24	27	7	3	0	1	2
GEN 38,25	32	5	0	0	0	0
GEN 38,26	21	6	2	1	0	1
GEN 38,27	10	2	0	0	0	0
GEN 38,28	21	8	0	0	0	0
GEN 38,29	19	6	1	1	0	0
GEN 38,30	13	2	1	1	0	0
GEN 39,01	21	3	3	2	0	1
GEN 39,02	16	4	2	2	0	0
GEN 39,03	15	3	2	2	0	0
GEN 39,04	20	4	1	1	0	0
GEN 39,05	39	4	3	3	0	0
GEN 39,06	28	4	2	2	0	0
GEN 39,07	19	4	1	1	0	0
GEN 39,08	23	4	0	0	0	0
GEN 39,09	33	3	0	0	0	0
GEN 39,10	18	5	1	1	0	0
GEN 39,11	24	3	0	0	0	0
GEN 39,12	19	6	0	0	0	0
GEN 39,13	13	4	0	0	0	0
GEN 39,14	28	9	0	0	0	0
GEN 39,15	19	7	0	0	0	0
GEN 39,16	9	2	0	0	0	0
GEN 39,17	22	5	0	0	0	0
GEN 39,18	15	5	0	0	0	0
GEN 39,19	24	6	0	0	0	0
GEN 39,20	24	4	1	1	0	0
GEN 39,21	18	3	2	2	0	0
GEN 39,22	27	4	1	1	0	0
GEN 39,23	21	3	2	2	0	0
GEN 40,01	19	2	2	0	0	2
GEN 40,02	15	2	0	0	0	0
GEN 40,03	18	2	1	1	0	0
GEN 40,04	16	3	1	1	0	0
GEN 40,05	28	3	1	0	0	1
GEN 40,06	12	3	1	1	0	0
GEN 40,07	18	2	0	0	0	0
GEN 40,08	21	5	1	1	0	0
GEN 40,09	19	3	1	1	0	0
GEN 40,10	15	3	0	0	0	0
GEN 40,11	24	3	0	0	0	0
GEN 40,12	12	1	1	1	0	0
GEN 40,13	26	4	0	0	0	0
GEN 40,14	24	5	0	0	0	0
GEN 40,15	18	4	0	0	0	0
GEN 40,16	23	3	1	1	0	0
GEN 40,17	23	1	0	0	0	0
GEN 40,18	13	2	1	1	0	0
GEN 40,19	23	3	0	0	0	0
GEN 40,20	33	5	0	0	0	0
GEN 40,21	15	3	0	0	0	0
GEN 40,22	11	2	1	1	0	0
GEN 40,23	10	3	1	1	0	0
GEN 41,01	15	3	1	0	0	1
GEN 41,02	17	2	1	0	0	1
GEN 41,03	24	2	2	0	0	2
GEN 41,04	24	2	0	0	0	0
GEN 41,05	16	3	0	0	0	0
GEN 41,06	10	2	0	0	0	0
GEN 41,07	21	2	0	0	0	0
GEN 41,08	31	6	1	0	0	1
GEN 41,09	15	4	0	0	0	0
GEN 41,10	19	2	0	0	0	0
GEN 41,11	14	2	0	0	0	0
GEN 41,12	22	3	0	0	0	0
GEN 41,13	15	5	0	0	0	0
GEN 41,14	21	6	1	1	0	0
GEN 41,15	22	7	1	1	0	0
GEN 41,16	13	3	1	1	0	0
GEN 41,17	13	2	2	1	0	1
GEN 41,18	18	2	1	0	0	1
GEN 41,19	26	2	1	0	0	1
GEN 41,20	17	1	0	0	0	0
GEN 41,21	21	4	0	0	0	0
GEN 41,22	15	2	0	0	0	0
GEN 41,23	10	2	0	0	0	0
GEN 41,24	21	3	0	0	0	0
GEN 41,25	17	3	1	1	0	0
GEN 41,26	19	0	0	0	0	0
GEN 41,27	28	3	0	0	0	0
GEN 41,28	14	3	0	0	0	0
GEN 41,29	10	1	1	0	0	1
GEN 41,30	21	3	1	0	0	1
GEN 41,31	20	1	0	0	0	0
GEN 41,32	22	4	0	0	0	0
GEN 41,33	13	3	1	0	0	1
GEN 41,34	18	3	1	0	0	1
GEN 41,35	24	4	0	0	0	0
GEN 41,36	26	3	1	0	0	1
GEN 41,37	12	1	0	0	0	0
GEN 41,38	14	2	0	0	0	0
GEN 41,39	17	3	1	1	0	0
GEN 41,40	15	3	0	0	0	0
GEN 41,41	12	3	2	1	0	1
GEN 41,42	26	4	1	1	0	0
GEN 41,43	21	3	1	0	0	1
GEN 41,44	21	2	2	1	0	1
GEN 41,45	23	3	7	4	1	2
GEN 41,46	25	3	4	2	0	2
GEN 41,47	11	1	0	0	0	0
GEN 41,48	26	4	1	0	0	1
GEN 41,49	18	4	1	1	0	0
GEN 41,50	20	3	4	2	1	1
GEN 41,51	19	2	2	1	0	1
GEN 41,52	13	2	1	0	0	1
GEN 41,53	11	2	1	0	0	1
GEN 41,54	26	5	2	1	0	1
GEN 41,55	26	6	3	1	0	2
GEN 41,56	27	4	3	1	0	2
GEN 41,57	18	3	2	1	0	1
GEN 42,01	15	3	3	2	0	1
GEN 42,02	21	6	1	0	0	1
GEN 42,03	10	2	2	1	0	1
GEN 42,04	15	3	3	2	0	1
GEN 42,05	17	4	2	0	0	2
GEN 42,06	25	3	2	2	0	0
GEN 42,07	28	8	2	1	0	1
GEN 42,08	9	2	1	1	0	0
GEN 42,09	21	6	1	1	0	0
GEN 42,10	11	3	0	0	0	0
GEN 42,11	11	2	0	0	0	0
GEN 42,12	11	3	0	0	0	0
GEN 42,13	25	1	1	0	0	1
GEN 42,14	12	4	1	1	0	0
GEN 42,15	17	3	0	0	0	0
GEN 42,16	24	5	0	0	0	0
GEN 42,17	7	1	0	0	0	0
GEN 42,18	18	4	1	1	0	0
GEN 42,19	16	3	0	0	0	0
GEN 42,20	16	4	0	0	0	0
GEN 42,21	28	5	0	0	0	0
GEN 42,22	24	7	1	0	0	1
GEN 42,23	11	3	1	1	0	0
GEN 42,24	23	6	1	0	0	1
GEN 42,25	26	5	1	1	0	0
GEN 42,26	10	2	0	0	0	0
GEN 42,27	23	3	0	0	0	0
GEN 42,28	26	6	0	0	0	0
GEN 42,29	17	4	2	1	0	1
GEN 42,30	16	3	0	0	0	0
GEN 42,31	8	3	0	0	0	0
GEN 42,32	19	0	1	0	0	1
GEN 42,33	26	5	0	0	0	0
GEN 42,34	25	5	0	0	0	0
GEN 42,35	22	4	0	0	0	0
GEN 42,36	19	4	4	2	0	2
GEN 42,37	23	6	1	0	0	1
GEN 42,38	30	7	0	0	0	0
GEN 43,01	6	0	0	0	0	0
GEN 43,02	23	7	1	0	0	1
GEN 43,03	19	6	1	0	0	1
GEN 43,04	11	3	0	0	0	0
GEN 43,05	17	4	0	0	0	0
GEN 43,06	15	3	1	0	0	1
GEN 43,07	37	9	0	0	0	0
GEN 43,08	25	6	2	0	0	2
GEN 43,09	19	5	0	0	0	0
GEN 43,10	8	2	0	0	0	0
GEN 43,11	34	4	1	0	0	1
GEN 43,12	21	3	0	0	0	0
GEN 43,13	10	3	0	0	0	0
GEN 43,14	25	4	2	1	0	1
GEN 43,15	28	5	3	1	0	2
GEN 43,16	30	6	2	1	0	1
GEN 43,17	17	3	2	2	0	0
GEN 43,18	39	8	1	1	0	0
GEN 43,19	15	2	1	1	0	0
GEN 43,20	12	4	0	0	0	0
GEN 43,21	26	4	0	0	0	0
GEN 43,22	16	4	0	0	0	0
GEN 43,23	23	5	1	0	0	1
GEN 43,24	20	4	1	1	0	0
GEN 43,25	16	4	1	1	0	0
GEN 43,26	20	3	1	1	0	0
GEN 43,27	17	3	0	0	0	0
GEN 43,28	13	3	0	0	0	0
GEN 43,29	25	6	1	0	0	1
GEN 43,30	19	6	1	1	0	0
GEN 43,31	11	5	0	0	0	0
GEN 43,32	34	4	1	0	0	1
GEN 43,33	20	2	0	0	0	0
GEN 43,34	21	4	1	0	0	1
GEN 44,01	25	6	0	0	0	0
GEN 44,02	23	3	1	1	0	0
GEN 44,03	10	2	0	0	0	0
GEN 44,04	29	8	1	1	0	0
GEN 44,05	15	5	0	0	0	0
GEN 44,06	10	2	0	0	0	0
GEN 44,07	21	3	0	0	0	0
GEN 44,08	21	3	1	0	0	1
GEN 44,09	15	3	0	0	0	0
GEN 44,10	18	4	0	0	0	0
GEN 44,11	12	3	0	0	0	0
GEN 44,12	18	4	1	0	0	1
GEN 44,13	12	3	0	0	0	0
GEN 44,14	16	2	2	1	0	1
GEN 44,15	20	5	1	1	0	0
GEN 44,16	31	6	1	0	0	1
GEN 44,17	26	5	0	0	0	0
GEN 44,18	25	4	1	0	0	1
GEN 44,19	12	2	0	0	0	0
GEN 44,20	25	4	0	0	0	0
GEN 44,21	10	3	0	0	0	0
GEN 44,22	18	5	0	0	0	0
GEN 44,23	16	4	0	0	0	0
GEN 44,24	13	3	0	0	0	0
GEN 44,25	8	3	0	0	0	0
GEN 44,26	28	6	0	0	0	0
GEN 44,27	12	3	0	0	0	0
GEN 44,28	16	5	0	0	0	0
GEN 44,29	18	3	0	0	0	0
GEN 44,30	17	2	0	0	0	0
GEN 44,31	20	4	0	0	0	0
GEN 44,32	22	4	0	0	0	0
GEN 44,33	17	2	0	0	0	0
GEN 44,34	19	3	0	0	0	0
GEN 45,01	28	7	2	2	0	0
GEN 45,02	13	3	1	0	0	1
GEN 45,03	22	4	2	2	0	0
GEN 45,04	19	5	3	2	0	1
GEN 45,05	20	4	0	0	0	0
GEN 45,06	18	0	0	0	0	0
GEN 45,07	19	3	0	0	0	0
GEN 45,08	28	3	1	0	0	1
GEN 45,09	23	7	2	1	0	1
GEN 45,10	23	2	1	0	0	1
GEN 45,11	18	2	0	0	0	0
GEN 45,12	13	2	1	0	0	1
GEN 45,13	21	4	1	0	0	1
GEN 45,14	13	3	2	0	0	2
GEN 45,15	14	3	0	0	0	0
GEN 45,16	20	4	1	1	0	0
GEN 45,17	18	6	2	1	0	1
GEN 45,18	23	4	1	0	0	1
GEN 45,19	22	5	1	0	0	1
GEN 45,20	13	1	1	0	0	1
GEN 45,21	19	3	2	1	0	1
GEN 45,22	19	2	1	0	0	1
GEN 45,23	25	3	1	0	0	1
GEN 45,24	13	4	0	0	0	0
GEN 45,25	11	2	3	1	0	2
GEN 45,26	23	5	2	1	0	1
GEN 45,27	26	6	3	3	0	0
GEN 45,28	14	4	2	1	0	1
GEN 46,01	17	3	3	1	0	2
GEN 46,02	16	3	3	2	0	1
GEN 46,03	18	4	1	0	0	1
GEN 46,04	15	4	2	1	0	1
GEN 46,05	27	4	4	2	0	2
GEN 46,06	20	3	3	1	0	2
GEN 46,07	15	1	1	0	0	1
GEN 46,08	14	1	5	2	0	3
GEN 46,09	10	0	5	4	0	1
GEN 46,10	17	0	7	6	0	1
GEN 46,11	7	0	4	3	0	1
GEN 46,12	27	2	12	10	0	2
GEN 46,13	10	0	5	4	0	1
GEN 46,14	8	0	4	3	0	1
GEN 46,15	21	1	4	1	2	1
GEN 46,16	14	0	8	7	0	1
GEN 46,17	19	0	9	7	1	1
GEN 46,18	18	2	4	2	2	0
GEN 46,19	7	0	4	2	1	1
GEN 46,20	20	2	7	2	1	4
GEN 46,21	19	0	11	10	0	1
GEN 46,22	11	1	2	1	1	0
GEN 46,23	4	0	2	1	0	1
GEN 46,24	10	0	5	4	0	1
GEN 46,25	18	2	4	2	2	0
GEN 46,26	21	2	3	2	0	1
GEN 46,27	20	2	4	2	0	2
GEN 46,28	17	3	4	1	0	3
GEN 46,29	23	6	3	1	0	2
GEN 46,30	15	3	2	1	0	1
GEN 46,31	27	5	2	1	0	1
GEN 46,32	18	3	0	0	0	0
GEN 46,33	10	3	0	0	0	0
GEN 46,34	27	4	2	0	0	2
GEN 47,01	29	4	3	1	0	2
GEN 47,02	12	2	0	0	0	0
GEN 47,03	18	3	0	0	0	0
GEN 47,04	34	4	2	0	0	2
GEN 47,05	12	3	1	1	0	0
GEN 47,06	34	4	2	0	0	2
GEN 47,07	16	3	3	3	0	0
GEN 47,08	10	1	1	1	0	0
GEN 47,09	30	3	1	1	0	0
GEN 47,10	11	2	1	1	0	0
GEN 47,11	26	3	3	1	0	2
GEN 47,12	18	1	1	1	0	0
GEN 47,13	23	1	2	0	0	2
GEN 47,14	30	4	4	2	0	2
GEN 47,15	29	6	4	1	0	3
GEN 47,16	13	4	1	1	0	0
GEN 47,17	40	3	2	2	0	0
GEN 47,18	42	6	0	0	0	0
GEN 47,19	36	7	0	0	0	0
GEN 47,20	25	4	3	1	0	2
GEN 47,21	16	1	1	0	0	1
GEN 47,22	28	4	0	0	0	0
GEN 47,23	24	3	1	1	0	0
GEN 47,24	32	4	0	0	0	0
GEN 47,25	13	4	0	0	0	0
GEN 47,26	28	2	2	1	0	1
GEN 47,27	17	4	3	0	0	3
GEN 47,28	22	2	3	2	0	1
GEN 47,29	37	8	3	1	0	2
GEN 47,30	18	5	1	0	0	1
GEN 47,31	14	4	1	0	0	1
GEN 48,01	25	4	3	1	0	2
GEN 48,02	19	5	3	2	0	1
GEN 48,03	17	3	5	3	0	2
GEN 48,04	24	5	0	0	0	0
GEN 48,05	25	3	6	0	0	6
GEN 48,06	13	3	0	0	0	0
GEN 48,07	30	4	6	0	3	3
GEN 48,08	10	2	2	1	0	1
GEN 48,09	20	5	1	1	0	0
GEN 48,10	20	6	1	0	0	1
GEN 48,11	17	4	2	1	0	1
GEN 48,12	12	2	1	1	0	0
GEN 48,13	23	2	5	1	0	4
GEN 48,14	27	3	4	0	0	4
GEN 48,15	28	4	3	3	0	0
GEN 48,16	30	4	2	2	0	0
GEN 48,17	29	5	4	1	0	3
GEN 48,18	16	2	1	1	0	0
GEN 48,19	30	8	0	0	0	0
GEN 48,20	28	6	5	0	0	5
GEN 48,21	18	4	2	1	0	1
GEN 48,22	19	2	0	0	0	0
GEN 49,01	19	5	1	1	0	0
GEN 49,02	10	3	2	1	0	1
GEN 49,03	12	0	1	0	0	1
GEN 49,04	13	4	0	0	0	0
GEN 49,05	7	0	2	0	0	2
GEN 49,06	20	4	0	0	0	0
GEN 49,07	15	4	2	1	0	1
GEN 49,08	12	3	1	0	0	1
GEN 49,09	16	4	1	0	0	1
GEN 49,10	18	3	2	0	0	2
GEN 49,11	21	2	0	0	0	0
GEN 49,12	9	0	0	0	0	0
GEN 49,13	14	1	2	0	0	2
GEN 49,14	7	1	1	0	0	1
GEN 49,15	21	7	0	0	0	0
GEN 49,16	7	1	2	0	0	2
GEN 49,17	16	4	1	0	0	1
GEN 49,18	4	1	1	1	0	0
GEN 49,19	7	2	1	0	0	1
GEN 49,20	9	1	1	0	0	1
GEN 49,21	7	2	1	0	0	1
GEN 49,22	11	3	1	1	0	0
GEN 49,23	8	3	0	0	0	0
GEN 49,24	18	3	2	1	0	1
GEN 49,25	22	3	1	1	0	0
GEN 49,26	19	3	1	1	0	0
GEN 49,27	14	3	1	0	0	1
GEN 49,28	21	3	1	0	0	1
GEN 49,29	23	4	1	1	0	0
GEN 49,30	29	1	5	2	0	3
GEN 49,31	21	3	5	2	3	0
GEN 49,32	12	0	1	1	0	0
GEN 49,33	19	5	1	1	0	0
GEN 50,01	12	3	1	1	0	0
GEN 50,02	18	5	2	1	0	1
GEN 50,03	17	3	1	0	0	1
GEN 50,04	25	6	1	1	0	0
GEN 50,05	27	8	1	0	0	1
GEN 50,06	11	4	0	0	0	0
GEN 50,07	20	3	2	1	0	1
GEN 50,08	19	1	2	1	0	1
GEN 50,09	13	2	0	0	0	0
GEN 50,10	24	3	2	0	0	2
GEN 50,11	29	4	4	0	0	4
GEN 50,12	8	2	0	0	0	0
GEN 50,13	31	3	5	2	0	3
GEN 50,14	20	4	2	1	0	1
GEN 50,15	23	7	2	2	0	0
GEN 50,16	13	4	1	1	0	0
GEN 50,17	29	6	2	2	0	0
GEN 50,18	14	3	0	0	0	0
GEN 50,19	11	2	1	1	0	0
GEN 50,20	20	4	0	0	0	0
GEN 50,21	17	4	0	0	0	0
GEN 50,22	16	2	3	2	0	1
GEN 50,23	16	2	5	2	0	3
GEN 50,24	32	6	4	4	0	0
GEN 50,25	18	5	2	1	0	1
GEN 50,26	18	3	2	1	0	1
EXO 01,01	14	2	3	1	0	2
EXO 01,02	5	0	4	0	0	4
EXO 01,03	4	0	3	0	0	3
EXO 01,04	6	0	4	0	0	4
EXO 01,05	14	3	3	2	0	1
EXO 01,06	12	1	1	1	0	0
EXO 01,07	18	5	1	0	0	1
EXO 01,08	11	2	2	1	0	1
EXO 01,09	12	1	1	0	0	1
EXO 01,10	24	9	0	0	0	0
EXO 01,11	20	3	2	0	0	2
EXO 01,12	16	4	1	0	0	1
EXO 01,13	8	1	2	0	0	2
EXO 01,14	27	2	0	0	0	0
EXO 01,15	19	2	3	0	2	1
EXO 01,16	24	5	0	0	0	0
EXO 01,17	21	5	1	0	0	1
EXO 01,18	20	5	1	0	0	1
EXO 01,19	26	5	0	0	0	0
EXO 01,20	12	4	0	0	0	0
EXO 01,21	13	4	0	0	0	0
EXO 01,22	21	4	1	0	0	1
EXO 02,01	11	2	2	0	0	2
EXO 02,02	17	4	0	0	0	0
EXO 02,03	33	6	1	0	0	1
EXO 02,04	10	3	0	0	0	0
EXO 02,05	31	6	2	0	0	2
EXO 02,06	21	5	0	0	0	0
EXO 02,07	22	4	0	0	0	0
EXO 02,08	16	4	0	0	0	0
EXO 02,09	27	6	0	0	0	0
EXO 02,10	25	6	1	1	0	0
EXO 02,11	27	6	1	1	0	0
EXO 02,12	19	4	0	0	0	0
EXO 02,13	20	4	0	0	0	0
EXO 02,14	30	9	1	1	0	0
EXO 02,15	30	6	3	2	0	1
EXO 02,16	19	4	1	0	0	1
EXO 02,17	15	6	1	1	0	0
EXO 02,18	12	4	1	1	0	0
EXO 02,19	19	6	0	0	0	0
EXO 02,20	17	4	0	0	0	0
EXO 02,21	15	3	3	2	1	0
EXO 02,22	15	4	1	1	0	0
EXO 02,23	31	5	2	0	0	2
EXO 02,24	17	2	3	3	0	0
EXO 02,25	9	2	1	0	0	1
EXO 03,01	25	5	4	2	0	2
EXO 03,02	26	4	1	1	0	0
EXO 03,03	19	4	1	1	0	0
EXO 03,04	22	6	3	3	0	0
EXO 03,05	20	4	0	0	0	0
EXO 03,06	23	4	4	4	0	0
EXO 03,07	22	6	2	1	0	1
EXO 03,08	45	4	1	0	0	1
EXO 03,09	18	3	2	0	0	2
EXO 03,10	15	3	2	0	0	2
EXO 03,11	20	3	3	1	0	2
EXO 03,12	29	5	1	0	0	1
EXO 03,13	27	6	2	1	0	1
EXO 03,14	18	7	2	1	0	1
EXO 03,15	33	3	6	5	0	1
EXO 03,16	31	8	6	4	0	2
EXO 03,17	32	3	1	0	0	1
EXO 03,18	36	6	4	2	0	2
EXO 03,19	16	3	1	0	0	1
EXO 03,20	20	5	1	0	0	1
EXO 03,21	18	4	1	0	0	1
EXO 03,22	27	4	1	0	0	1
EXO 04,01	21	6	2	2	0	0
EXO 04,02	11	2	1	1	0	0
EXO 04,03	16	5	1	1	0	0
EXO 04,04	23	6	2	2	0	0
EXO 04,05	15	2	4	4	0	0
EXO 04,06	23	5	1	1	0	0
EXO 04,07	20	5	0	0	0	0
EXO 04,08	23	4	0	0	0	0
EXO 04,09	42	8	2	0	0	2
EXO 04,10	30	2	3	3	0	0
EXO 04,11	23	3	2	2	0	0
EXO 04,12	12	4	0	0	0	0
EXO 04,13	9	3	1	1	0	0
EXO 04,14	32	9	3	3	0	0
EXO 04,15	24	5	0	0	0	0
EXO 04,16	20	4	0	0	0	0
EXO 04,17	15	2	0	0	0	0
EXO 04,18	33	9	5	4	0	1
EXO 04,19	19	5	4	2	0	2
EXO 04,20	26	4	3	2	0	1
EXO 04,21	34	8	3	2	0	1
EXO 04,22	10	2	2	1	0	1
EXO 04,23	18	6	0	0	0	0
EXO 04,24	13	4	1	1	0	0
EXO 04,25	20	4	1	0	1	0
EXO 04,26	9	2	0	0	0	0
EXO 04,27	22	6	3	3	0	0
EXO 04,28	18	3	3	3	0	0
EXO 04,29	12	2	3	2	0	1
EXO 04,30	20	3	3	3	0	0
EXO 04,31	21	6	2	1	0	1
EXO 05,01	23	5	4	3	0	1
EXO 05,02	23	5	4	2	0	2
EXO 05,03	27	5	1	1	0	0
EXO 05,04	18	3	3	2	0	1
EXO 05,05	14	2	0	0	0	0
EXO 05,06	19	4	0	0	0	0
EXO 05,07	21	5	0	0	0	0
EXO 05,08	28	8	0	0	0	0
EXO 05,09	15	3	0	0	0	0
EXO 05,10	21	7	0	0	0	0
EXO 05,11	14	4	0	0	0	0
EXO 05,12	13	2	1	0	0	1
EXO 05,13	18	5	0	0	0	0
EXO 05,14	26	7	1	0	0	1
EXO 05,15	16	5	1	0	0	1
EXO 05,16	17	4	0	0	0	0
EXO 05,17	13	6	1	1	0	0
EXO 05,18	13	4	0	0	0	0
EXO 05,19	18	4	1	0	0	1
EXO 05,20	15	4	2	2	0	0
EXO 05,21	26	6	1	1	0	0
EXO 05,22	18	4	3	3	0	0
EXO 05,23	22	5	0	0	0	0
EXO 06,01	23	5	2	2	0	0
EXO 06,02	10	2	2	2	0	0
EXO 06,03	18	2	5	5	0	0
EXO 06,04	18	3	1	0	0	1
EXO 06,05	16	3	2	0	0	2
EXO 06,06	29	5	3	1	0	2
EXO 06,07	24	4	2	1	0	1
EXO 06,08	27	4	4	4	0	0
EXO 06,09	19	2	3	2	0	1
EXO 06,10	7	2	2	2	0	0
EXO 06,11	13	3	2	0	0	2
EXO 06,12	22	4	3	2	0	1
EXO 06,13	26	3	7	3	0	4
EXO 06,14	17	0	7	4	0	3
EXO 06,15	20	0	8	6	0	2
EXO 06,16	22	0	5	3	0	2
EXO 06,17	7	0	3	3	0	0
EXO 06,18	20	0	6	6	0	0
EXO 06,19	12	0	3	3	0	0
EXO 06,20	27	2	5	4	1	0
EXO 06,21	8	0	4	4	0	0
EXO 06,22	8	0	4	4	0	0
EXO 06,23	25	2	8	7	1	0
EXO 06,24	12	0	4	4	0	0
EXO 06,25	24	2	4	4	0	0
EXO 06,26	17	2	5	3	0	2
EXO 06,27	18	2	5	2	0	3
EXO 06,28	11	2	3	2	0	1
EXO 06,29	20	4	4	3	0	1
EXO 06,30	15	2	2	2	0	0
EXO 07,01	15	4	3	3	0	0
EXO 07,02	19	4	2	1	0	1
EXO 07,03	16	2	1	0	0	1
EXO 07,04	25	3	3	0	0	3
EXO 07,05	19	3	4	1	0	3
EXO 07,06	12	3	3	3	0	0
EXO 07,07	16	1	2	2	0	0
EXO 07,08	10	2	3	3	0	0
EXO 07,09	24	7	1	1	0	0
EXO 07,10	30	5	4	4	0	0
EXO 07,11	19	3	1	0	0	1
